Date,Number of game,Day,Visiting Team,Home Team,Visiting Team Starting Pitcher ID,Home Team Starting Pitcher ID,Visiting Team Score,Home Team Score,Team At-bats,Team Hits,Team Doubles,Team Triples,Team Homeruns,Team RBIs,Team Sacrifice Hits,Team Sacrifice Flies,Team Hit-by-pitch,Team Walks,Team Intentional Walks,Team Strikeouts,Team Stolen Bases,Team Caught Stealing,Team Grounded into DP,Team Awarded First Base due to CI,Team Left on Base,Team Pitchers Used,Team Individual Earned Runs,Team Earned Runs,Team Wild Pitches,Team Balks,Team Putouts,Team Assists,Team Errors,Team Passed Balls,Team Double Plays,Team Triple Plays
2015-08-11,0,Tue,PHI,ARI,buchd001,hellj001,1,13,33,8,2,0,0,0,1,0,1,0,0,7,0,0,1,0,7,4,13,13,0,0,24,5,0,1,1,0
2015-08-12,0,Wed,PHI,ARI,nolaa001,andec001,7,6,38,13,3,0,2,6,0,1,0,0,0,7,0,0,1,0,5,4,6,6,1,0,27,13,0,1,0,0
2015-08-14,0,Fri,PHI,MIL,morga001,peraw001,1,3,35,9,2,0,0,1,0,0,0,3,0,5,1,0,0,0,10,3,3,3,1,0,24,8,0,0,0,0
2015-08-15,0,Sat,PHI,MIL,willj003,nelsj004,2,4,33,7,3,0,1,2,1,0,2,2,0,11,1,0,0,0,9,4,3,3,1,0,24,11,2,0,0,0
2015-08-16,0,Sun,PHI,MIL,haraa001,jungt001,1,6,34,7,0,0,1,1,0,0,0,3,0,11,1,0,0,0,9,4,6,6,2,0,24,12,2,0,0,0
2015-08-18,0,Tue,TOR,PHI,dickr001,nolaa001,8,5,34,11,1,1,1,4,1,0,0,2,1,7,0,1,2,0,5,6,8,8,0,0,27,7,3,0,0,0
2015-08-19,0,Wed,TOR,PHI,buehm001,morga001,4,7,33,10,1,0,3,7,0,1,0,3,0,7,1,0,0,0,6,3,3,3,0,0,27,11,2,0,2,0
2015-08-20,0,Thu,PHI,MIA,willj003,handb001,7,9,37,12,3,1,1,7,0,1,0,4,0,9,0,0,1,0,8,4,9,9,1,0,24,10,0,0,2,0
2015-08-21,0,Fri,PHI,MIA,eickj001,flork002,7,1,37,11,4,0,0,6,0,1,0,3,1,8,0,0,0,0,7,4,1,1,0,0,27,8,0,0,1,0
2015-08-22,0,Sat,PHI,MIA,haraa001,nicoj001,4,2,35,9,3,0,3,4,0,0,0,3,0,5,0,0,0,0,7,4,2,2,0,0,27,14,1,0,0,0
2015-08-23,0,Sun,PHI,MIA,nolaa001,conla001,2,0,31,6,2,0,1,2,0,1,0,5,1,9,1,1,0,0,8,2,0,0,0,0,27,10,0,0,0,0
2015-08-24,0,Mon,NYN,PHI,degrj001,morga001,16,7,38,11,1,0,3,7,0,0,1,4,0,9,0,0,2,0,9,4,16,16,0,0,27,7,0,0,0,0
2015-08-25,0,Tue,NYN,PHI,syndn001,willj003,6,5,34,7,1,0,2,5,1,0,0,3,0,16,0,0,0,0,6,5,5,5,0,0,27,13,1,0,1,0
2015-08-26,0,Wed,NYN,PHI,colob001,eickj001,9,4,36,9,2,0,0,4,0,0,1,3,0,10,0,0,1,0,9,6,7,7,0,0,27,6,3,0,1,0
2015-08-27,0,Thu,NYN,PHI,niesj001,haraa001,9,5,45,8,2,0,1,5,0,0,1,5,0,12,1,0,2,0,7,7,7,7,1,0,39,12,3,0,2,0
2015-08-28,0,Fri,SDN,PHI,kenni001,nolaa001,1,7,28,6,1,1,1,6,1,0,2,5,1,9,0,0,0,0,5,2,1,1,0,0,27,8,0,0,0,0
2015-08-29,0,Sat,SDN,PHI,rea-c001,morga001,3,4,28,6,2,0,1,4,0,0,1,3,0,7,1,1,0,0,4,4,1,1,1,0,27,6,2,0,0,0
2015-08-30,0,Sun,SDN,PHI,shiej002,ashea001,9,4,33,10,0,2,1,4,0,0,1,1,0,10,0,1,2,0,4,4,9,9,1,0,27,6,0,0,0,0
2015-08-31,0,Mon,PHI,NYN,eickj001,colob001,1,3,31,6,0,0,0,0,0,0,0,2,0,10,0,0,2,0,5,2,3,3,0,0,24,5,0,0,0,0
2015-09-01,0,Tue,PHI,NYN,haraa001,niesj001,14,8,36,10,4,0,1,12,2,0,0,6,0,6,1,0,0,0,3,5,8,8,0,0,27,10,0,0,1,0
2015-09-02,0,Wed,PHI,NYN,nolaa001,harvm001,4,9,36,10,1,0,1,4,0,0,0,1,0,9,0,0,1,0,6,4,9,9,0,0,24,5,0,0,0,0
2015-09-04,0,Fri,PHI,BOS,morga001,kellj001,5,7,35,11,2,0,1,5,0,0,2,3,0,11,1,0,1,0,8,3,6,6,0,0,24,9,1,0,0,0
2015-09-05,0,Sat,PHI,BOS,ashea001,milew001,2,9,32,5,2,0,0,2,0,0,0,0,0,8,0,0,0,0,3,4,9,9,0,2,24,15,1,0,1,0
2015-09-06,0,Sun,PHI,BOS,eickj001,rodre004,2,6,37,11,0,0,0,2,0,0,0,1,0,10,0,0,1,0,9,4,6,6,1,0,24,8,0,0,0,0
